mass_A
t	x	y
21.07000	-0.18916	0.02588
21.08000	-0.18352	0.02416
21.09000	-0.17715	0.02205
21.10000	-0.17064	0.02024
21.11000	-0.16425	0.01838
21.12000	-0.15712	0.01638
21.13000	-0.15061	0.01499
21.14000	-0.14320	0.01295
21.15000	-0.13617	0.01150
21.16000	-0.12850	0.00979
21.17000	-0.12112	0.00824
21.18000	-0.11464	0.00778
21.19000	-0.10497	0.00915
21.20000	-0.09587	0.00419
21.21000	-0.08860	0.00265
21.22000	-0.07992	0.00152
21.23000	-0.07149	0.00054
21.24000	-0.06353	-0.00037
21.25000	-0.05526	-0.00111
21.26000	-0.04665	-0.00175
21.27000	-0.03760	-0.00222
21.28000	-0.02888	-0.00272
21.29000	-0.02029	-0.00288
21.30000	-0.01138	-0.00309
21.31000	-0.00229	-0.00303
21.32000	0.00653	-0.00283
21.33000	0.01535	-0.00253
21.34000	0.02388	-0.00224
21.35000	0.03291	-0.00154
21.36000	0.04132	-0.00103
21.37000	0.04970	-0.00012
21.38000	0.05770	0.00046
21.39000	0.06646	0.00148
21.40000	0.07415	0.00255
21.41000	0.08078	0.00437
21.42000	0.09033	0.00929
21.43000	0.09961	0.00706
21.44000	0.10626	0.00780
21.45000	0.11423	0.00930
21.46000	0.12152	0.01091
21.47000	0.12851	0.01225
21.48000	0.13545	0.01365
21.49000	0.14264	0.01543
21.50000	0.14926	0.01704
21.51000	0.15615	0.01889
21.52000	0.16223	0.02056
21.53000	0.16812	0.02208
21.54000	0.17447	0.02405
21.55000	0.18003	0.02538
21.56000	0.18564	0.02714
21.57000	0.19096	0.02891
21.58000	0.19579	0.03025
21.59000	0.20053	0.03173
21.60000	0.20533	0.03338
21.61000	0.20971	0.03483
21.62000	0.21406	0.03616
21.63000	0.21788	0.03736
21.64000	0.22154	0.03851
21.65000	0.22494	0.03971
21.66000	0.22829	0.04086
21.67000	0.23151	0.04203
21.68000	0.23417	0.04308
21.69000	0.23678	0.04403
21.70000	0.23878	0.04476
21.71000	0.24103	0.04552
21.72000	0.24294	0.04638
21.73000	0.24448	0.04678
21.74000	0.24568	0.04720
21.75000	0.24690	0.04772
21.76000	0.24788	0.04793
21.77000	0.24822	0.04797
21.78000	0.24871	0.04818
21.79000	0.24905	0.04809
21.80000	0.24904	0.04799
21.81000	0.24867	0.04797
21.82000	0.24811	0.04781
21.83000	0.24759	0.04767
21.84000	0.24647	0.04706
21.85000	0.24547	0.04668
21.86000	0.24356	0.04579
21.87000	0.24211	0.04540
21.88000	0.23992	0.04440
21.89000	0.23756	0.04351
21.90000	0.23529	0.04276
21.91000	0.23273	0.04192
21.92000	0.22950	0.04076
21.93000	0.22615	0.03957
21.94000	0.22264	0.03837
21.95000	0.21903	0.03718
21.96000	0.21537	0.03595
21.97000	0.21109	0.03461
21.98000	0.20697	0.03334
21.99000	0.20229	0.03166
22.00000	0.19787	0.03015
22.01000	0.19299	0.02882
22.02000	0.18763	0.02694
22.03000	0.18233	0.02531
22.04000	0.17696	0.02399
22.05000	0.17101	0.02206
22.06000	0.16536	0.02056
22.07000	0.15874	0.01876
22.08000	0.15267	0.01705
22.09000	0.14604	0.01551
22.10000	0.13902	0.01367
22.11000	0.13215	0.01223
22.12000	0.12531	0.01087
22.13000	0.11806	0.00944
22.14000	0.11059	0.00801
22.15000	0.10307	0.00644
22.16000	0.09701	0.00650
22.17000	0.08710	0.00840
22.18000	0.07819	0.00305
22.19000	0.07145	0.00151
22.20000	0.06346	0.00032
22.21000	0.05512	-0.00057
22.22000	0.04710	-0.00124
22.23000	0.03901	-0.00216
22.24000	0.03054	-0.00254
22.25000	0.02191	-0.00328
22.26000	0.01353	-0.00358
22.27000	0.00524	-0.00370
22.28000	-0.00322	-0.00377
22.29000	-0.01196	-0.00377
22.30000	-0.02062	-0.00366
22.31000	-0.02898	-0.00340
22.32000	-0.03745	-0.00290
22.33000	-0.04599	-0.00267
22.34000	-0.05440	-0.00191
22.35000	-0.06244	-0.00134
22.36000	-0.06990	-0.00069
22.37000	-0.07782	0.00035
22.38000	-0.08594	0.00152
22.39000	-0.09350	0.00270
22.40000	-0.09880	0.00429
22.41000	-0.10850	0.00965
22.42000	-0.11722	0.00724
22.43000	-0.12328	0.00805
22.44000	-0.13010	0.00948
22.45000	-0.13688	0.01082
22.46000	-0.14364	0.01262
22.47000	-0.14986	0.01403
22.48000	-0.15585	0.01541
22.49000	-0.16211	0.01730
22.50000	-0.16771	0.01863
22.51000	-0.17318	0.02023
22.52000	-0.17893	0.02194
22.53000	-0.18374	0.02322
22.54000	-0.18918	0.02512
22.55000	-0.19378	0.02660
22.56000	-0.19813	0.02781
22.57000	-0.20220	0.02933
22.58000	-0.20658	0.03087
22.59000	-0.21031	0.03221
22.60000	-0.21381	0.03343
22.61000	-0.21710	0.03460
22.62000	-0.21987	0.03568
22.63000	-0.22239	0.03671
22.64000	-0.22464	0.03782
22.65000	-0.22681	0.03862
22.66000	-0.22824	0.03926
22.67000	-0.23016	0.04022
22.68000	-0.23126	0.04049
22.69000	-0.23249	0.04122
22.70000	-0.23305	0.04139
22.71000	-0.23360	0.04161
22.72000	-0.23380	0.04156
22.73000	-0.23379	0.04156
22.74000	-0.23369	0.04151
22.75000	-0.23288	0.04140
22.76000	-0.23233	0.04129
22.77000	-0.23123	0.04061
22.78000	-0.23010	0.04023
22.79000	-0.22820	0.03929
22.80000	-0.22667	0.03886
22.81000	-0.22447	0.03800
22.82000	-0.22210	0.03692
22.83000	-0.21945	0.03592
22.84000	-0.21644	0.03465
22.85000	-0.21365	0.03354
22.86000	-0.21035	0.03231
22.87000	-0.20688	0.03112
22.88000	-0.20314	0.02989
22.89000	-0.19900	0.02842
22.90000	-0.19432	0.02676
22.91000	-0.18987	0.02537
22.92000	-0.18514	0.02394
22.93000	-0.18002	0.02228
22.94000	-0.17482	0.02074
22.95000	-0.16956	0.01927
22.96000	-0.16377	0.01754
22.97000	-0.15802	0.01622
22.98000	-0.15185	0.01459
22.99000	-0.14601	0.01292
23.00000	-0.13967	0.01150
23.01000	-0.13335	0.01010
23.02000	-0.12645	0.00854
23.03000	-0.12002	0.00733
23.04000	-0.11334	0.00809
23.05000	-0.10472	0.00824
23.06000	-0.09708	0.00367
23.07000	-0.09043	0.00223
23.08000	-0.08303	0.00139
23.09000	-0.07526	0.00050
23.10000	-0.06757	-0.00051
23.11000	-0.06025	-0.00114
23.12000	-0.05217	-0.00165
23.13000	-0.04386	-0.00193
23.14000	-0.03567	-0.00246
23.15000	-0.02761	-0.00270
23.16000	-0.01953	-0.00282
23.17000	-0.01132	-0.00292
23.18000	-0.00311	-0.00278
23.19000	0.00495	-0.00267
23.20000	0.01296	-0.00249
23.21000	0.02087	-0.00226
23.22000	0.02885	-0.00186
23.23000	0.03685	-0.00121
23.24000	0.04447	-0.00082
23.25000	0.05210	-0.00001
23.26000	0.05979	0.00086
23.27000	0.06744	0.00184
23.28000	0.07452	0.00277
23.29000	0.08031	0.00479
23.30000	0.08921	0.00916
23.31000	0.09798	0.00696
23.32000	0.10383	0.00745
23.33000	0.11084	0.00869
23.34000	0.11751	0.00994
23.35000	0.12387	0.01118
23.36000	0.13006	0.01237
23.37000	0.13610	0.01377
23.38000	0.14214	0.01506
23.39000	0.14817	0.01659
23.40000	0.15382	0.01813
23.41000	0.15935	0.01947
23.42000	0.16444	0.02068
23.43000	0.16937	0.02196
23.44000	0.17405	0.02324
23.45000	0.17848	0.02453
23.46000	0.18297	0.02571
23.47000	0.18704	0.02677
23.48000	0.19104	0.02799
23.49000	0.19467	0.02905
23.50000	0.19818	0.03017
23.51000	0.20159	0.03131
23.52000	0.20493	0.03245
23.53000	0.20768	0.03339
23.54000	0.21054	0.03444
23.55000	0.21295	0.03511
23.56000	0.21537	0.03599
23.57000	0.21749	0.03683
23.58000	0.21905	0.03725
23.59000	0.22089	0.03806
23.60000	0.22234	0.03842
23.61000	0.22336	0.03877
23.62000	0.22451	0.03932
23.63000	0.22497	0.03950
23.64000	0.22563	0.03964
23.65000	0.22588	0.03963
23.66000	0.22591	0.03962
23.67000	0.22576	0.03962
23.68000	0.22502	0.03949
23.69000	0.22462	0.03941
23.70000	0.22353	0.03890
23.71000	0.22246	0.03843
23.72000	0.22119	0.03816
23.73000	0.21916	0.03731
23.74000	0.21766	0.03703
23.75000	0.21547	0.03612
23.76000	0.21308	0.03533
23.77000	0.21079	0.03468
23.78000	0.20806	0.03369
23.79000	0.20510	0.03256
23.80000	0.20179	0.03142
23.81000	0.19843	0.03038
23.82000	0.19479	0.02907
23.83000	0.19109	0.02788
23.84000	0.18725	0.02675
23.85000	0.18302	0.02542
23.86000	0.17850	0.02417
23.87000	0.17404	0.02292
23.88000	0.16928	0.02168
23.89000	0.16441	0.02041
23.90000	0.15938	0.01917
23.91000	0.15403	0.01772
23.92000	0.14818	0.01629
23.93000	0.14248	0.01472
23.94000	0.13663	0.01346
23.95000	0.13072	0.01220
23.96000	0.12479	0.01095
23.97000	0.11865	0.00978
23.98000	0.11213	0.00856
23.99000	0.10543	0.00732
24.00000	0.09951	0.00642
24.01000	0.09194	0.00847
24.02000	0.08400	0.00771
24.03000	0.07659	0.00297
24.04000	0.07020	0.00175
24.05000	0.06283	0.00074
24.06000	0.05564	-0.00011
24.07000	0.04812	-0.00086
24.08000	0.04121	-0.00140
24.09000	0.03348	-0.00216
24.10000	0.02583	-0.00247
24.11000	0.01816	-0.00281
24.12000	0.01086	-0.00327
24.13000	0.00331	-0.00349
24.14000	-0.00439	-0.00354
24.15000	-0.01226	-0.00361
24.16000	-0.02018	-0.00344
24.17000	-0.02798	-0.00318
24.18000	-0.03554	-0.00274
24.19000	-0.04293	-0.00253
24.20000	-0.05079	-0.00188
24.21000	-0.05797	-0.00154
24.22000	-0.06510	-0.00074
24.23000	-0.07185	-0.00024
24.24000	-0.07891	0.00053
24.25000	-0.08629	0.00158
24.26000	-0.09280	0.00269
24.27000	-0.09814	0.00410
24.28000	-0.10606	0.00928
24.29000	-0.11366	0.00866
24.30000	-0.11954	0.00751
24.31000	-0.12536	0.00846
24.32000	-0.13129	0.00966
24.33000	-0.13704	0.01082
24.34000	-0.14265	0.01206
24.35000	-0.14788	0.01310
24.36000	-0.15316	0.01451
24.37000	-0.15815	0.01554
24.38000	-0.16359	0.01705
24.39000	-0.16831	0.01844
24.40000	-0.17284	0.01968
24.41000	-0.17697	0.02083
24.42000	-0.18121	0.02202
24.43000	-0.18491	0.02315
24.44000	-0.18848	0.02427
24.45000	-0.19190	0.02539
24.46000	-0.19513	0.02649
24.47000	-0.19778	0.02740
24.48000	-0.20041	0.02829
24.49000	-0.20238	0.02910
24.50000	-0.20462	0.02999
24.51000	-0.20667	0.03083
24.52000	-0.20813	0.03122
24.53000	-0.20948	0.03193
24.54000	-0.21049	0.03230
24.55000	-0.21146	0.03254
24.56000	-0.21189	0.03275
24.57000	-0.21267	0.03309
24.58000	-0.21280	0.03330
24.59000	-0.21278	0.03335
24.60000	-0.21263	0.03334
24.61000	-0.21190	0.03310
24.62000	-0.21090	0.03258
24.63000	-0.21011	0.03235
24.64000	-0.20906	0.03211
24.65000	-0.20720	0.03127
24.66000	-0.20574	0.03100
24.67000	-0.20350	0.03002
24.68000	-0.20117	0.02916
24.69000	-0.19890	0.02849
24.70000	-0.19633	0.02767
24.71000	-0.19309	0.02658
24.72000	-0.18999	0.02547
24.73000	-0.18656	0.02429
24.74000	-0.18265	0.02319
24.75000	-0.17897	0.02203
24.76000	-0.17497	0.02089
24.77000	-0.17085	0.01969
24.78000	-0.16629	0.01851
24.79000	-0.16170	0.01725
24.80000	-0.15695	0.01604
24.81000	-0.15212	0.01486
24.82000	-0.14652	0.01339
24.83000	-0.14147	0.01202
24.84000	-0.13591	0.01065
24.85000	-0.13018	0.00948
24.86000	-0.12438	0.00831
24.87000	-0.11879	0.00719
24.88000	-0.11355	0.00758
24.89000	-0.10552	0.00878
24.90000	-0.09772	0.00420
24.91000	-0.09262	0.00255
24.92000	-0.08594	0.00150
24.93000	-0.07883	0.00051
24.94000	-0.07190	-0.00038
24.95000	-0.06535	-0.00114
24.96000	-0.05836	-0.00167
24.97000	-0.05110	-0.00219
24.98000	-0.04368	-0.00261
24.99000	-0.03645	-0.00285
25.00000	-0.02899	-0.00332
25.01000	-0.02169	-0.00373
25.02000	-0.01438	-0.00380
25.03000	-0.00689	-0.00386
25.04000	0.00045	-0.00377
25.05000	0.00763	-0.00371
25.06000	0.01476	-0.00356
25.07000	0.02205	-0.00334
25.08000	0.02949	-0.00275
25.09000	0.03658	-0.00227
25.10000	0.04353	-0.00171
25.11000	0.05043	-0.00109
25.12000	0.05722	-0.00044
25.13000	0.06427	0.00021
25.14000	0.07104	0.00124
25.15000	0.07701	0.00229
25.16000	0.08203	0.00403
25.17000	0.08994	0.00853
25.18000	0.09824	0.00629
25.19000	0.10308	0.00623
25.20000	0.10895	0.00735
25.21000	0.11464	0.00856
25.22000	0.12033	0.00970
25.23000	0.12593	0.01096
25.24000	0.13100	0.01210
25.25000	0.13630	0.01338
25.26000	0.14121	0.01456
25.27000	0.14601	0.01571
25.28000	0.15058	0.01695
25.29000	0.15513	0.01812
25.30000	0.15960	0.01935
25.31000	0.16348	0.02043
25.32000	0.16765	0.02165
25.33000	0.17133	0.02277
25.34000	0.17489	0.02381
25.35000	0.17825	0.02482
25.36000	0.18104	0.02550
25.37000	0.18408	0.02654
25.38000	0.18664	0.02747
25.39000	0.18887	0.02802
25.40000	0.19118	0.02886
25.41000	0.19323	0.02945
25.42000	0.19503	0.02996
25.43000	0.19669	0.03037
25.44000	0.19813	0.03102
25.45000	0.19925	0.03131
25.46000	0.20030	0.03150
25.47000	0.20136	0.03204
25.48000	0.20170	0.03234
25.49000	0.20191	0.03239
25.50000	0.20200	0.03244
25.51000	0.20188	0.03243
25.52000	0.20165	0.03242
25.53000	0.20151	0.03240
25.54000	0.20067	0.03222
25.55000	0.20007	0.03203
25.56000	0.19903	0.03154
25.57000	0.19794	0.03124
25.58000	0.19612	0.03050
25.59000	0.19458	0.03006
25.60000	0.19246	0.02925
25.61000	0.19053	0.02875
25.62000	0.18790	0.02785
25.63000	0.18555	0.02715
25.64000	0.18291	0.02652
25.65000	0.17975	0.02546
25.66000	0.17700	0.02479
25.67000	0.17370	0.02405
25.68000	0.17020	0.02294
25.69000	0.16664	0.02183
25.70000	0.16264	0.02066
25.71000	0.15851	0.01952
25.72000	0.15406	0.01831
25.73000	0.14966	0.01716
25.74000	0.14496	0.01596
25.75000	0.14012	0.01473
25.76000	0.13529	0.01356
25.77000	0.13037	0.01244
25.78000	0.12506	0.01120
25.79000	0.11993	0.01005
25.80000	0.11436	0.00886
25.81000	0.10868	0.00770
25.82000	0.10281	0.00665
25.83000	0.09815	0.00633
25.84000	0.09105	0.00859
25.85000	0.08406	0.00755
25.86000	0.07723	0.00317
25.87000	0.07169	0.00174
25.88000	0.06562	0.00090
25.89000	0.05876	0.00018
25.90000	0.05241	-0.00034
25.91000	0.04574	-0.00101
25.92000	0.03923	-0.00158
25.93000	0.03219	-0.00215
25.94000	0.02511	-0.00244
25.95000	0.01815	-0.00268
25.96000	0.01148	-0.00291
25.97000	0.00482	-0.00294
25.98000	-0.00211	-0.00283
25.99000	-0.00913	-0.00281
26.00000	-0.01627	-0.00271
26.01000	-0.02311	-0.00256
26.02000	-0.02999	-0.00242
26.03000	-0.03684	-0.00194
26.04000	-0.04377	-0.00162
26.05000	-0.05074	-0.00137
26.06000	-0.05759	-0.00066
26.07000	-0.06388	-0.00036
26.08000	-0.06995	0.00033
26.09000	-0.07641	0.00113
26.10000	-0.08274	0.00185
26.11000	-0.08905	0.00282
26.12000	-0.09491	0.00387
26.13000	-0.09923	0.00536
26.14000	-0.10634	0.01014
26.15000	-0.11325	0.00909
26.16000	-0.11885	0.00823
26.17000	-0.12325	0.00875
26.18000	-0.12843	0.00976
26.19000	-0.13348	0.01076
26.20000	-0.13823	0.01183
26.21000	-0.14279	0.01289
26.22000	-0.14721	0.01404
26.23000	-0.15149	0.01508
26.24000	-0.15557	0.01624
26.25000	-0.15925	0.01735
26.26000	-0.16290	0.01837
26.27000	-0.16633	0.01936
26.28000	-0.16968	0.02042
26.29000	-0.17245	0.02111
26.30000	-0.17544	0.02205
26.31000	-0.17796	0.02303
26.32000	-0.18022	0.02351
26.33000	-0.18252	0.02428
26.34000	-0.18474	0.02499
26.35000	-0.18622	0.02548
26.36000	-0.18814	0.02622
26.37000	-0.18943	0.02659
26.38000	-0.19051	0.02674
26.39000	-0.19160	0.02718
26.40000	-0.19209	0.02760
26.41000	-0.19278	0.02772
26.42000	-0.19298	0.02773
26.43000	-0.19298	0.02773
26.44000	-0.19290	0.02772
26.45000	-0.19241	0.02760
26.46000	-0.19177	0.02754
26.47000	-0.19069	0.02699
26.48000	-0.18955	0.02660
26.49000	-0.18833	0.02630
26.50000	-0.18680	0.02563
26.51000	-0.18494	0.02532
26.52000	-0.18275	0.02445
26.53000	-0.18051	0.02394
26.54000	-0.17790	0.02320
26.55000	-0.17539	0.02235
26.56000	-0.17272	0.02179
26.57000	-0.16968	0.02087
26.58000	-0.16631	0.01982
26.59000	-0.16281	0.01873
26.60000	-0.15921	0.01774
26.61000	-0.15555	0.01678
26.62000	-0.15187	0.01588
26.63000	-0.14760	0.01499
26.64000	-0.14323	0.01396
26.65000	-0.13900	0.01294
26.66000	-0.13446	0.01184
26.67000	-0.12967	0.01075
26.68000	-0.12465	0.00960
26.69000	-0.11966	0.00863
26.70000	-0.11538	0.00873
26.71000	-0.10933	0.01017
26.72000	-0.10244	0.00793
26.73000	-0.09639	0.00514
26.74000	-0.09142	0.00381
26.75000	-0.08573	0.00283
26.76000	-0.07937	0.00190
26.77000	-0.07355	0.00129
26.78000	-0.06743	0.00055
26.79000	-0.06146	-0.00001
26.80000	-0.05533	-0.00060
26.81000	-0.04866	-0.00129
26.82000	-0.04193	-0.00160
26.83000	-0.03546	-0.00177
26.84000	-0.02879	-0.00208
26.85000	-0.02211	-0.00238
26.86000	-0.01553	-0.00255
26.87000	-0.00889	-0.00258
26.88000	-0.00209	-0.00257
26.89000	0.00444	-0.00251
26.90000	0.01094	-0.00245
26.91000	0.01746	-0.00231
26.92000	0.02388	-0.00208
26.93000	0.03053	-0.00152
26.94000	0.03689	-0.00111
26.95000	0.04318	-0.00071
26.96000	0.04933	0.00000
26.97000	0.05523	0.00037
26.98000	0.06145	0.00119
26.99000	0.06764	0.00199
27.00000	0.07295	0.00273
27.01000	0.07769	0.00390
27.02000	0.08253	0.00548
27.03000	0.08969	0.00921
27.04000	0.09693	0.00752
27.05000	0.10140	0.00729
27.06000	0.10629	0.00808
27.07000	0.11114	0.00900
27.08000	0.11596	0.00986
27.09000	0.12054	0.01093
27.10000	0.12502	0.01197
27.11000	0.12943	0.01287
27.12000	0.13336	0.01373
27.13000	0.13756	0.01466
27.14000	0.14129	0.01573
27.15000	0.14502	0.01664
27.16000	0.14832	0.01735
27.17000	0.15167	0.01819
27.18000	0.15506	0.01923
27.19000	0.15772	0.01977
27.20000	0.16083	0.02058
27.21000	0.16338	0.02137
27.22000	0.16559	0.02185
27.23000	0.16793	0.02277
27.24000	0.16999	0.02312
27.25000	0.17172	0.02383
27.26000	0.17345	0.02423
27.27000	0.17479	0.02452
27.28000	0.17607	0.02508
27.29000	0.17715	0.02533
27.30000	0.17811	0.02548
27.31000	0.17849	0.02555
27.32000	0.17912	0.02573
27.33000	0.17945	0.02563
27.34000	0.17948	0.02556
27.35000	0.17944	0.02548
27.36000	0.17918	0.02541
27.37000	0.17846	0.02532
27.38000	0.17802	0.02528
27.39000	0.17715	0.02514
27.40000	0.17589	0.02463
27.41000	0.17475	0.02420
27.42000	0.17341	0.02400
27.43000	0.17144	0.02321
27.44000	0.16979	0.02292
27.45000	0.16770	0.02215
27.46000	0.16552	0.02172
27.47000	0.16311	0.02086
27.48000	0.16079	0.02034
27.49000	0.15778	0.01945
27.50000	0.15492	0.01867
27.51000	0.15179	0.01801
27.52000	0.14845	0.01702
27.53000	0.14486	0.01603
27.54000	0.14148	0.01525
27.55000	0.13769	0.01456
27.56000	0.13395	0.01354
27.57000	0.12964	0.01252
27.58000	0.12585	0.01182
27.59000	0.12140	0.01098
27.60000	0.11679	0.00989
27.61000	0.11210	0.00891
27.62000	0.10749	0.00823
27.63000	0.10261	0.00736
27.64000	0.09842	0.00709
27.65000	0.09339	0.00780
27.66000	0.08652	0.00871
27.67000	0.08029	0.00526
27.68000	0.07570	0.00336
27.69000	0.07047	0.00258
27.70000	0.06480	0.00161
27.71000	0.05903	0.00106
27.72000	0.05292	0.00032
27.73000	0.04710	-0.00005
27.74000	0.04127	-0.00080
27.75000	0.03536	-0.00117
27.76000	0.02915	-0.00147
27.77000	0.02284	-0.00201
27.78000	0.01675	-0.00236
27.79000	0.01087	-0.00249
27.80000	0.00480	-0.00258
27.81000	-0.00154	-0.00260
27.82000	-0.00782	-0.00263
27.83000	-0.01423	-0.00263
27.84000	-0.02062	-0.00254
27.85000	-0.02675	-0.00244
27.86000	-0.03301	-0.00199
27.87000	-0.03914	-0.00163
27.88000	-0.04507	-0.00155
27.89000	-0.05122	-0.00114
27.90000	-0.05703	-0.00065
27.91000	-0.06264	-0.00037
27.92000	-0.06816	0.00030
27.93000	-0.07380	0.00081
27.94000	-0.07954	0.00156
27.95000	-0.08531	0.00243
27.96000	-0.09041	0.00298
27.97000	-0.09537	0.00389
27.98000	-0.09914	0.00508
27.99000	-0.10340	0.00683
28.00000	-0.11017	0.00987
28.01000	-0.11557	0.00865
28.02000	-0.11950	0.00832
28.03000	-0.12328	0.00881
28.04000	-0.12754	0.00965
28.05000	-0.13138	0.01056
28.06000	-0.13522	0.01149
28.07000	-0.13846	0.01221
28.08000	-0.14186	0.01293
28.09000	-0.14511	0.01385
28.10000	-0.14799	0.01435
28.11000	-0.15096	0.01520
28.12000	-0.15366	0.01593
28.13000	-0.15589	0.01647
28.14000	-0.15823	0.01733
28.15000	-0.16030	0.01768
28.16000	-0.16253	0.01851
28.17000	-0.16394	0.01870
28.18000	-0.16579	0.01944
28.19000	-0.16725	0.01975
28.20000	-0.16829	0.01994
28.21000	-0.16948	0.02045
28.22000	-0.17010	0.02075
28.23000	-0.17079	0.02090
28.24000	-0.17090	0.02092
28.25000	-0.17097	0.02093
28.26000	-0.17092	0.02093
28.27000	-0.17081	0.02093
28.28000	-0.17056	0.02092
28.29000	-0.16979	0.02078
28.30000	-0.16912	0.02066
28.31000	-0.16818	0.02023
28.32000	-0.16719	0.01980
28.33000	-0.16591	0.01965
28.34000	-0.16392	0.01882
28.35000	-0.16249	0.01856
28.36000	-0.16033	0.01786
28.37000	-0.15814	0.01738
28.38000	-0.15571	0.01653
28.39000	-0.15338	0.01614
28.40000	-0.15076	0.01529
28.41000	-0.14764	0.01451
28.42000	-0.14496	0.01397
28.43000	-0.14171	0.01300
28.44000	-0.13826	0.01210
28.45000	-0.13484	0.01155
28.46000	-0.13118	0.01065
28.47000	-0.12741	0.00971
28.48000	-0.12318	0.00885
28.49000	-0.11952	0.00815
28.50000	-0.11591	0.00809
28.51000	-0.11107	0.00917
28.52000	-0.10614	0.00937
28.53000	-0.10017	0.00614
28.54000	-0.09590	0.00449
28.55000	-0.09141	0.00363
28.56000	-0.08651	0.00287
28.57000	-0.08108	0.00193
28.58000	-0.07602	0.00150
28.59000	-0.07060	0.00069
28.60000	-0.06570	0.00033
28.61000	-0.06025	-0.00037
28.62000	-0.05464	-0.00067
28.63000	-0.04889	-0.00118
28.64000	-0.04279	-0.00157
28.65000	-0.03698	-0.00171
28.66000	-0.03116	-0.00193
28.67000	-0.02524	-0.00219
28.68000	-0.01942	-0.00258
28.69000	-0.01354	-0.00261
28.70000	-0.00764	-0.00259
28.71000	-0.00180	-0.00259
28.72000	0.00402	-0.00253
28.73000	0.00981	-0.00248
28.74000	0.01549	-0.00233
28.75000	0.02121	-0.00219
28.76000	0.02702	-0.00188
28.77000	0.03295	-0.00139
28.78000	0.03866	-0.00109
28.79000	0.04401	-0.00076
28.80000	0.04932	-0.00007
28.81000	0.05467	0.00025
28.82000	0.06017	0.00091
28.83000	0.06542	0.00151
28.84000	0.07037	0.00240
28.85000	0.07496	0.00296
28.86000	0.07878	0.00402
28.87000	0.08319	0.00535
28.88000	0.08956	0.00848
28.89000	0.09565	0.00722
28.90000	0.09948	0.00693
28.91000	0.10316	0.00734
28.92000	0.10751	0.00815
28.93000	0.11138	0.00882
28.94000	0.11539	0.00973
28.95000	0.11903	0.01034
28.96000	0.12261	0.01102
28.97000	0.12607	0.01182
28.98000	0.12934	0.01240
28.99000	0.13258	0.01329
29.00000	0.13542	0.01364
29.01000	0.13842	0.01453
29.02000	0.14104	0.01491
29.03000	0.14352	0.01566
29.04000	0.14578	0.01599
29.05000	0.14808	0.01680
29.06000	0.15010	0.01712
29.07000	0.15171	0.01736
29.08000	0.15365	0.01805
29.09000	0.15504	0.01824
29.10000	0.15620	0.01841
29.11000	0.15733	0.01872
29.12000	0.15847	0.01907
29.13000	0.15911	0.01923
29.14000	0.15968	0.01938
29.15000	0.15981	0.01941
29.16000	0.15987	0.01943
29.17000	0.15982	0.01942
29.18000	0.15973	0.01940
29.19000	0.15946	0.01937
29.20000	0.15875	0.01927
29.21000	0.15818	0.01921
29.22000	0.15738	0.01897
29.23000	0.15618	0.01855
29.24000	0.15504	0.01824
29.25000	0.15370	0.01810
29.26000	0.15178	0.01750
29.27000	0.15034	0.01705
29.28000	0.14818	0.01670
29.29000	0.14589	0.01596
29.30000	0.14361	0.01568
29.31000	0.14116	0.01492
29.32000	0.13876	0.01453
29.33000	0.13585	0.01366
29.34000	0.13299	0.01330
29.35000	0.12971	0.01235
29.36000	0.12663	0.01192
29.37000	0.12356	0.01110
29.38000	0.12019	0.01046
29.39000	0.11658	0.00983
29.40000	0.11259	0.00894
29.41000	0.10865	0.00851
29.42000	0.10435	0.00750
29.43000	0.10061	0.00721
29.44000	0.09699	0.00722
29.45000	0.09253	0.00777
29.46000	0.08667	0.00836
29.47000	0.08147	0.00590
29.48000	0.07686	0.00408
29.49000	0.07262	0.00280
29.50000	0.06803	0.00226
29.51000	0.06294	0.00152
29.52000	0.05792	0.00108
29.53000	0.05269	0.00042
29.54000	0.04746	-0.00000
29.55000	0.04245	-0.00037
29.56000	0.03699	-0.00089
29.57000	0.03156	-0.00119
29.58000	0.02599	-0.00136
29.59000	0.02040	-0.00172
29.60000	0.01486	-0.00198
29.61000	0.00964	-0.00233
29.62000	0.00411	-0.00242
29.63000	-0.00142	-0.00244
29.64000	-0.00727	-0.00249
29.65000	-0.01288	-0.00257
29.66000	-0.01836	-0.00246
29.67000	-0.02397	-0.00225
29.68000	-0.02957	-0.00209
29.69000	-0.03491	-0.00169
29.70000	-0.04028	-0.00153
29.71000	-0.04560	-0.00133
29.72000	-0.05115	-0.00085
29.73000	-0.05643	-0.00050
29.74000	-0.06136	-0.00022
29.75000	-0.06610	0.00043
29.76000	-0.07070	0.00068
29.77000	-0.07564	0.00141
29.78000	-0.08013	0.00181
29.79000	-0.08505	0.00267
29.80000	-0.08928	0.00313
29.81000	-0.09381	0.00388
29.82000	-0.09736	0.00485
29.83000	-0.10082	0.00612
29.84000	-0.10563	0.00948
29.85000	-0.10994	0.01040
29.86000	-0.11419	0.01006
29.87000	-0.11783	0.00881
29.88000	-0.12079	0.00871
29.89000	-0.12411	0.00943
29.90000	-0.12716	0.01008
29.91000	-0.13019	0.01061
29.92000	-0.13311	0.01132
29.93000	-0.13575	0.01186
29.94000	-0.13820	0.01262
29.95000	-0.14049	0.01300
29.96000	-0.14268	0.01363
29.97000	-0.14423	0.01403
29.98000	-0.14599	0.01441
