mass_A
t	x	y
12.10000	0.38595	0.11157
12.11000	0.38932	0.11374
12.12000	0.39206	0.11526
12.13000	0.39497	0.11729
12.14000	0.39725	0.11869
12.15000	0.39907	0.11981
12.16000	0.40093	0.12103
12.17000	0.40227	0.12203
12.18000	0.40293	0.12230
12.19000	0.40362	0.12306
12.20000	0.40371	0.12328
12.21000	0.40366	0.12331
12.22000	0.40352	0.12330
12.23000	0.40276	0.12300
12.24000	0.40147	0.12223
12.25000	0.40011	0.12149
12.26000	0.39873	0.12081
12.27000	0.39660	0.11962
12.28000	0.39431	0.11847
12.29000	0.39187	0.11713
12.30000	0.38894	0.11511
12.31000	0.38617	0.11342
12.32000	0.38276	0.11149
12.33000	0.37919	0.10923
12.34000	0.37541	0.10693
12.35000	0.37112	0.10449
12.36000	0.36653	0.10200
12.37000	0.36179	0.09941
12.38000	0.35623	0.09634
12.39000	0.35107	0.09377
12.40000	0.34489	0.09037
12.41000	0.33862	0.08712
12.42000	0.33260	0.08438
12.43000	0.32570	0.08105
12.44000	0.31822	0.07753
12.45000	0.31046	0.07390
12.46000	0.30275	0.07037
12.47000	0.29447	0.06935
12.48000	0.28495	0.06547
12.49000	0.27751	0.05926
12.50000	0.26868	0.05601
12.51000	0.25983	0.05236
12.52000	0.25038	0.04881
12.53000	0.24058	0.04542
12.54000	0.23059	0.04175
12.55000	0.22008	0.03825
12.56000	0.20947	0.03472
12.57000	0.19828	0.03120
12.58000	0.18726	0.02774
12.59000	0.17579	0.02431
12.60000	0.16407	0.02096
12.61000	0.15259	0.01808
12.62000	0.14008	0.01486
12.63000	0.12817	0.01225
12.64000	0.11581	0.00978
12.65000	0.10318	0.00749
12.66000	0.08965	0.00997
12.67000	0.07639	0.00349
12.68000	0.06390	0.00175
12.69000	0.05098	0.00029
12.70000	0.03838	-0.00087
12.71000	0.02531	-0.00171
12.72000	0.01274	-0.00231
12.73000	-0.00035	-0.00251
12.74000	-0.01413	-0.00249
12.75000	-0.02742	-0.00198
12.76000	-0.04047	-0.00137
12.77000	-0.05409	-0.00054
12.78000	-0.06613	0.00051
12.79000	-0.07877	0.00189
12.80000	-0.09168	0.00382
12.81000	-0.10423	0.01048
12.82000	-0.11775	0.00854
12.83000	-0.12903	0.01071
12.84000	-0.14067	0.01317
12.85000	-0.15264	0.01607
12.86000	-0.16380	0.01903
12.87000	-0.17537	0.02215
12.88000	-0.18618	0.02548
12.89000	-0.19650	0.02888
12.90000	-0.20664	0.03246
12.91000	-0.21625	0.03587
12.92000	-0.22600	0.03984
12.93000	-0.23500	0.04378
12.94000	-0.24424	0.04797
12.95000	-0.25250	0.05184
12.96000	-0.26040	0.05568
12.97000	-0.26866	0.05975
12.98000	-0.27596	0.06346
12.99000	-0.28282	0.06732
13.00000	-0.28982	0.07118
13.01000	-0.29357	0.07401
13.02000	-0.30101	0.08218
13.03000	-0.30758	0.08345
13.04000	-0.31304	0.08499
13.05000	-0.31793	0.08784
13.06000	-0.32267	0.09074
13.07000	-0.32678	0.09348
13.08000	-0.33069	0.09592
13.09000	-0.33419	0.09808
13.10000	-0.33740	0.10021
13.11000	-0.34015	0.10221
13.12000	-0.34251	0.10365
13.13000	-0.34481	0.10495
13.14000	-0.34692	0.10628
13.15000	-0.34843	0.10718
13.16000	-0.34980	0.10813
13.17000	-0.35076	0.10863
13.18000	-0.35164	0.10915
13.19000	-0.35188	0.10934
13.20000	-0.35187	0.10935
13.21000	-0.35171	0.10923
13.22000	-0.35083	0.10843
13.23000	-0.34980	0.10772
13.24000	-0.34834	0.10703
13.25000	-0.34677	0.10588
13.26000	-0.34475	0.10456
13.27000	-0.34237	0.10270
13.28000	-0.33993	0.10110
13.29000	-0.33669	0.09902
13.30000	-0.33323	0.09672
13.31000	-0.32960	0.09439
13.32000	-0.32574	0.09184
13.33000	-0.32126	0.08898
13.34000	-0.31662	0.08613
13.35000	-0.31144	0.08329
13.36000	-0.30567	0.08239
13.37000	-0.29843	0.07916
13.38000	-0.29207	0.07221
13.39000	-0.28628	0.06885
13.40000	-0.27918	0.06484
13.41000	-0.27176	0.06086
13.42000	-0.26397	0.05724
13.43000	-0.25556	0.05331
13.44000	-0.24739	0.04946
13.45000	-0.23825	0.04525
13.46000	-0.22930	0.04146
13.47000	-0.21996	0.03788
13.48000	-0.21043	0.03435
13.49000	-0.19987	0.03043
13.50000	-0.18950	0.02684
13.51000	-0.17886	0.02337
13.52000	-0.16846	0.02042
13.53000	-0.15704	0.01739
13.54000	-0.14537	0.01428
13.55000	-0.13444	0.01185
13.56000	-0.12284	0.00949
13.57000	-0.11192	0.00975
13.58000	-0.09688	0.00558
13.59000	-0.08642	0.00306
13.60000	-0.07378	0.00147
13.61000	-0.06243	0.00017
13.62000	-0.05010	-0.00061
13.63000	-0.03698	-0.00133
13.64000	-0.02481	-0.00176
13.65000	-0.01210	-0.00218
13.66000	0.00065	-0.00240
13.67000	0.01340	-0.00236
13.68000	0.02561	-0.00180
13.69000	0.03854	-0.00105
13.70000	0.05060	0.00003
13.71000	0.06303	0.00134
13.72000	0.07455	0.00278
13.73000	0.08620	0.00879
13.74000	0.10056	0.00707
13.75000	0.11128	0.00865
13.76000	0.12279	0.01099
13.77000	0.13410	0.01342
13.78000	0.14506	0.01583
13.79000	0.15593	0.01852
13.80000	0.16704	0.02151
13.81000	0.17728	0.02425
13.82000	0.18774	0.02756
13.83000	0.19738	0.03026
13.84000	0.20735	0.03365
13.85000	0.21701	0.03691
13.86000	0.22603	0.03989
13.87000	0.23523	0.04318
13.88000	0.24413	0.04655
13.89000	0.25226	0.04948
13.90000	0.26083	0.05266
13.91000	0.26881	0.05598
13.92000	0.27616	0.05868
13.93000	0.28170	0.06193
13.94000	0.29006	0.06862
13.95000	0.29769	0.06906
13.96000	0.30384	0.07060
13.97000	0.30986	0.07329
13.98000	0.31570	0.07624
13.99000	0.32139	0.07882
14.00000	0.32670	0.08116
14.01000	0.33163	0.08346
14.02000	0.33621	0.08564
14.03000	0.34036	0.08777
14.04000	0.34431	0.08963
14.05000	0.34797	0.09150
14.06000	0.35134	0.09331
14.07000	0.35471	0.09498
14.08000	0.35720	0.09629
14.09000	0.35957	0.09748
14.10000	0.36177	0.09868
14.11000	0.36350	0.09967
14.12000	0.36514	0.10082
14.13000	0.36618	0.10119
14.14000	0.36731	0.10192
14.15000	0.36767	0.10213
14.16000	0.36790	0.10222
14.17000	0.36780	0.10221
14.18000	0.36759	0.10217
14.19000	0.36703	0.10206
14.20000	0.36622	0.10138
14.21000	0.36515	0.10088
14.22000	0.36323	0.09981
14.23000	0.36143	0.09884
14.24000	0.35938	0.09758
14.25000	0.35695	0.09635
14.26000	0.35393	0.09497
14.27000	0.35107	0.09365
14.28000	0.34751	0.09175
14.29000	0.34396	0.09011
14.30000	0.33984	0.08799
14.31000	0.33589	0.08607
14.32000	0.33154	0.08405
14.33000	0.32685	0.08198
14.34000	0.32192	0.07967
14.35000	0.31637	0.07718
14.36000	0.31058	0.07428
14.37000	0.30485	0.07159
14.38000	0.29898	0.06957
14.39000	0.29178	0.06891
14.40000	0.28431	0.06390
14.41000	0.27835	0.05984
14.42000	0.27124	0.05712
14.43000	0.26407	0.05411
14.44000	0.25595	0.05074
14.45000	0.24814	0.04773
14.46000	0.23989	0.04447
14.47000	0.23168	0.04159
14.48000	0.22252	0.03837
14.49000	0.21317	0.03503
14.50000	0.20403	0.03224
14.51000	0.19442	0.02903
14.52000	0.18496	0.02634
14.53000	0.17476	0.02310
14.54000	0.16453	0.02043
14.55000	0.15372	0.01754
14.56000	0.14315	0.01476
14.57000	0.13220	0.01223
14.58000	0.12131	0.00989
14.59000	0.10981	0.00754
14.60000	0.09985	0.00646
14.61000	0.08400	0.00521
14.62000	0.07414	0.00192
14.63000	0.06297	0.00027
14.64000	0.05125	-0.00093
14.65000	0.03963	-0.00205
14.66000	0.02742	-0.00289
14.67000	0.01543	-0.00344
14.68000	0.00331	-0.00367
14.69000	-0.00922	-0.00372
14.70000	-0.02164	-0.00346
14.71000	-0.03371	-0.00288
14.72000	-0.04575	-0.00234
14.73000	-0.05786	-0.00159
14.74000	-0.06849	-0.00060
14.75000	-0.08053	0.00087
14.76000	-0.09227	0.00265
14.77000	-0.10324	0.00921
14.78000	-0.11632	0.00731
14.79000	-0.12615	0.00912
14.80000	-0.13686	0.01160
14.81000	-0.14722	0.01401
14.82000	-0.15742	0.01642
14.83000	-0.16764	0.01940
14.84000	-0.17703	0.02212
14.85000	-0.18699	0.02537
14.86000	-0.19643	0.02865
14.87000	-0.20485	0.03144
14.88000	-0.21382	0.03467
14.89000	-0.22221	0.03800
14.90000	-0.23035	0.04137
14.91000	-0.23828	0.04485
14.92000	-0.24573	0.04809
14.93000	-0.25290	0.05128
14.94000	-0.25922	0.05462
14.95000	-0.26573	0.05754
14.96000	-0.27215	0.06094
14.97000	-0.27813	0.06419
14.98000	-0.28310	0.06683
14.99000	-0.28850	0.06994
15.00000	-0.29226	0.07230
15.01000	-0.29518	0.07531
15.02000	-0.29983	0.08060
15.03000	-0.30458	0.08254
15.04000	-0.30840	0.08309
15.05000	-0.31159	0.08382
15.06000	-0.31452	0.08518
15.07000	-0.31682	0.08659
15.08000	-0.31890	0.08774
15.09000	-0.32059	0.08872
15.10000	-0.32199	0.08970
15.11000	-0.32301	0.09000
15.12000	-0.32379	0.09060
15.13000	-0.32405	0.09088
15.14000	-0.32397	0.09091
15.15000	-0.32378	0.09090
15.16000	-0.32341	0.09068
15.17000	-0.32247	0.08990
15.18000	-0.32127	0.08925
15.19000	-0.31943	0.08838
15.20000	-0.31760	0.08739
15.21000	-0.31547	0.08599
15.22000	-0.31282	0.08445
15.23000	-0.31005	0.08326
15.24000	-0.30672	0.08245
15.25000	-0.30251	0.08157
15.26000	-0.29819	0.07908
15.27000	-0.29318	0.07346
15.28000	-0.29004	0.07093
15.29000	-0.28500	0.06820
15.30000	-0.28002	0.06542
15.31000	-0.27438	0.06225
15.32000	-0.26824	0.05879
15.33000	-0.26171	0.05579
15.34000	-0.25560	0.05278
15.35000	-0.24869	0.04949
15.36000	-0.24113	0.04603
15.37000	-0.23360	0.04271
15.38000	-0.22564	0.03931
15.39000	-0.21746	0.03600
15.40000	-0.20901	0.03286
15.41000	-0.20060	0.02989
15.42000	-0.19143	0.02669
15.43000	-0.18174	0.02336
15.44000	-0.17220	0.02073
15.45000	-0.16198	0.01767
15.46000	-0.15203	0.01520
15.47000	-0.14184	0.01280
15.48000	-0.13143	0.01053
15.49000	-0.12088	0.00833
15.50000	-0.11060	0.00982
15.51000	-0.09711	0.00495
15.52000	-0.08767	0.00275
15.53000	-0.07616	0.00118
15.54000	-0.06515	0.00007
15.55000	-0.05422	-0.00066
15.56000	-0.04219	-0.00140
15.57000	-0.03074	-0.00178
15.58000	-0.01917	-0.00229
15.59000	-0.00736	-0.00248
15.60000	0.00431	-0.00253
15.61000	0.01576	-0.00230
15.62000	0.02742	-0.00168
15.63000	0.03882	-0.00093
15.64000	0.05012	0.00013
15.65000	0.06138	0.00129
15.66000	0.07229	0.00268
15.67000	0.08124	0.00498
15.68000	0.09644	0.00745
15.69000	0.10528	0.00778
15.70000	0.11608	0.00977
15.71000	0.12633	0.01201
15.72000	0.13647	0.01437
15.73000	0.14645	0.01686
15.74000	0.15630	0.01928
15.75000	0.16578	0.02173
15.76000	0.17491	0.02426
15.77000	0.18391	0.02691
15.78000	0.19324	0.02986
15.79000	0.20165	0.03244
15.80000	0.20973	0.03505
15.81000	0.21805	0.03798
15.82000	0.22573	0.04077
15.83000	0.23308	0.04320
15.84000	0.24012	0.04576
15.85000	0.24705	0.04824
15.86000	0.25378	0.05080
15.87000	0.26099	0.05361
15.88000	0.26692	0.05605
15.89000	0.27281	0.05838
15.90000	0.27805	0.06076
15.91000	0.28265	0.06371
15.92000	0.28943	0.06882
15.93000	0.29486	0.06974
15.94000	0.29983	0.07026
15.95000	0.30425	0.07179
15.96000	0.30835	0.07375
15.97000	0.31219	0.07543
15.98000	0.31612	0.07723
15.99000	0.31964	0.07867
16.00000	0.32266	0.07988
16.01000	0.32557	0.08111
16.02000	0.32810	0.08220
16.03000	0.33037	0.08327
16.04000	0.33214	0.08418
16.05000	0.33382	0.08474
16.06000	0.33509	0.08551
16.07000	0.33619	0.08571
16.08000	0.33686	0.08590
16.09000	0.33745	0.08596
16.10000	0.33758	0.08588
16.11000	0.33750	0.08577
16.12000	0.33731	0.08566
16.13000	0.33638	0.08550
16.14000	0.33527	0.08493
16.15000	0.33393	0.08439
16.16000	0.33223	0.08344
16.17000	0.33041	0.08256
16.18000	0.32817	0.08143
16.19000	0.32571	0.08012
16.20000	0.32277	0.07885
16.21000	0.31978	0.07744
16.22000	0.31635	0.07610
16.23000	0.31266	0.07420
16.24000	0.30860	0.07251
16.25000	0.30450	0.07070
16.26000	0.30031	0.06902
16.27000	0.29559	0.06843
16.28000	0.28986	0.06768
16.29000	0.28389	0.06408
16.30000	0.27857	0.05975
16.31000	0.27342	0.05748
16.32000	0.26755	0.05506
16.33000	0.26157	0.05266
16.34000	0.25497	0.05001
16.35000	0.24816	0.04755
16.36000	0.24093	0.04486
16.37000	0.23393	0.04208
16.38000	0.22641	0.03945
16.39000	0.21876	0.03701
16.40000	0.21029	0.03384
16.41000	0.20188	0.03127
16.42000	0.19354	0.02875
16.43000	0.18507	0.02632
16.44000	0.17568	0.02349
16.45000	0.16667	0.02076
16.46000	0.15745	0.01828
16.47000	0.14814	0.01589
16.48000	0.13866	0.01356
16.49000	0.12863	0.01118
16.50000	0.11922	0.00932
16.51000	0.10874	0.00742
16.52000	0.09955	0.00606
16.53000	0.08697	0.00822
16.54000	0.07608	0.00246
16.55000	0.06634	0.00115
16.56000	0.05549	-0.00011
16.57000	0.04473	-0.00110
16.58000	0.03368	-0.00204
16.59000	0.02257	-0.00269
16.60000	0.01187	-0.00321
16.61000	0.00078	-0.00348
16.62000	-0.01086	-0.00361
16.63000	-0.02236	-0.00330
16.64000	-0.03357	-0.00289
16.65000	-0.04463	-0.00254
16.66000	-0.05597	-0.00173
16.67000	-0.06618	-0.00076
16.68000	-0.07674	0.00036
16.69000	-0.08766	0.00182
16.70000	-0.09709	0.00367
16.71000	-0.10875	0.00989
16.72000	-0.11956	0.00728
16.73000	-0.12899	0.00917
16.74000	-0.13838	0.01131
16.75000	-0.14761	0.01360
16.76000	-0.15684	0.01615
16.77000	-0.16581	0.01862
16.78000	-0.17443	0.02098
16.79000	-0.18344	0.02393
16.80000	-0.19164	0.02659
16.81000	-0.19926	0.02900
16.82000	-0.20728	0.03209
16.83000	-0.21428	0.03463
16.84000	-0.22187	0.03781
16.85000	-0.22841	0.04028
16.86000	-0.23482	0.04301
16.87000	-0.24117	0.04579
16.88000	-0.24683	0.04836
16.89000	-0.25241	0.05090
16.90000	-0.25745	0.05317
16.91000	-0.26234	0.05542
16.92000	-0.26696	0.05770
16.93000	-0.27121	0.05994
16.94000	-0.27548	0.06223
16.95000	-0.27930	0.06439
16.96000	-0.28243	0.06617
16.97000	-0.28551	0.06775
16.98000	-0.28788	0.06909
16.99000	-0.29012	0.07037
17.00000	-0.29191	0.07153
17.01000	-0.29313	0.07249
17.02000	-0.29417	0.07336
17.03000	-0.29481	0.07385
17.04000	-0.29567	0.07467
17.05000	-0.29599	0.07497
17.06000	-0.29604	0.07499
17.07000	-0.29592	0.07493
17.08000	-0.29570	0.07480
17.09000	-0.29544	0.07460
17.10000	-0.29457	0.07380
17.11000	-0.29349	0.07309
17.12000	-0.29268	0.07201
17.13000	-0.29097	0.07081
17.14000	-0.28883	0.06969
17.15000	-0.28590	0.06832
17.16000	-0.28325	0.06652
17.17000	-0.27981	0.06463
17.18000	-0.27599	0.06264
17.19000	-0.27230	0.06064
17.20000	-0.26790	0.05852
17.21000	-0.26323	0.05627
17.22000	-0.25846	0.05400
17.23000	-0.25349	0.05166
17.24000	-0.24797	0.04899
17.25000	-0.24189	0.04630
17.26000	-0.23606	0.04374
17.27000	-0.22992	0.04124
17.28000	-0.22311	0.03818
17.29000	-0.21631	0.03562
17.30000	-0.20892	0.03284
17.31000	-0.20154	0.02994
17.32000	-0.19395	0.02752
17.33000	-0.18569	0.02461
17.34000	-0.17765	0.02205
17.35000	-0.16924	0.01969
17.36000	-0.16045	0.01727
17.37000	-0.15124	0.01505
17.38000	-0.14201	0.01278
17.39000	-0.13255	0.01066
17.40000	-0.12302	0.00855
17.41000	-0.11498	0.00767
17.42000	-0.10224	0.00858
17.43000	-0.09258	0.00324
17.44000	-0.08272	0.00155
17.45000	-0.07201	0.00039
17.46000	-0.06228	-0.00057
17.47000	-0.05199	-0.00149
17.48000	-0.04121	-0.00198
17.49000	-0.03051	-0.00248
17.50000	-0.02010	-0.00274
17.51000	-0.00927	-0.00285
17.52000	0.00170	-0.00282
17.53000	0.01244	-0.00258
17.54000	0.02266	-0.00224
17.55000	0.03363	-0.00138
17.56000	0.04384	-0.00078
17.57000	0.05389	0.00015
17.58000	0.06432	0.00132
17.59000	0.07384	0.00259
17.60000	0.08203	0.00486
17.61000	0.09627	0.00764
17.62000	0.10402	0.00738
17.63000	0.11347	0.00899
17.64000	0.12292	0.01093
17.65000	0.13212	0.01284
17.66000	0.14069	0.01513
17.67000	0.14940	0.01703
17.68000	0.15801	0.01934
17.69000	0.16667	0.02159
17.70000	0.17486	0.02397
17.71000	0.18298	0.02636
17.72000	0.19090	0.02880
17.73000	0.19835	0.03107
17.74000	0.20547	0.03349
17.75000	0.21278	0.03598
17.76000	0.21969	0.03834
17.77000	0.22635	0.04057
17.78000	0.23286	0.04300
17.79000	0.23893	0.04521
17.80000	0.24463	0.04736
17.81000	0.25000	0.04945
17.82000	0.25553	0.05132
17.83000	0.26078	0.05356
17.84000	0.26535	0.05526
17.85000	0.27003	0.05724
17.86000	0.27412	0.05864
17.87000	0.27814	0.06047
17.88000	0.28078	0.06199
17.89000	0.28421	0.06414
17.90000	0.28786	0.06736
17.91000	0.29101	0.06906
17.92000	0.29405	0.06956
17.93000	0.29679	0.06974
17.94000	0.29918	0.07017
17.95000	0.30128	0.07036
17.96000	0.30278	0.07094
17.97000	0.30417	0.07159
17.98000	0.30513	0.07187
17.99000	0.30598	0.07235
18.00000	0.30630	0.07258
18.01000	0.30643	0.07265
18.02000	0.30617	0.07267
18.03000	0.30602	0.07265
18.04000	0.30519	0.07253
18.05000	0.30428	0.07215
18.06000	0.30288	0.07160
18.07000	0.30144	0.07126
18.08000	0.29992	0.07059
18.09000	0.29794	0.07029
18.10000	0.29556	0.07002
18.11000	0.29283	0.06971
18.12000	0.29003	0.06918
18.13000	0.28670	0.06787
18.14000	0.28296	0.06550
18.15000	0.27942	0.06271
18.16000	0.27625	0.06080
18.17000	0.27217	0.05935
18.18000	0.26784	0.05760
18.19000	0.26366	0.05586
18.20000	0.25851	0.05383
18.21000	0.25317	0.05161
18.22000	0.24805	0.04992
18.23000	0.24230	0.04782
18.24000	0.23658	0.04559
18.25000	0.23054	0.04337
18.26000	0.22409	0.04089
18.27000	0.21755	0.03878
18.28000	0.21078	0.03630
18.29000	0.20377	0.03397
18.30000	0.19662	0.03157
18.31000	0.18904	0.02903
18.32000	0.18152	0.02692
18.33000	0.17366	0.02433
18.34000	0.16551	0.02210
18.35000	0.15723	0.01989
18.36000	0.14919	0.01797
18.37000	0.14093	0.01580
18.38000	0.13193	0.01358
18.39000	0.12358	0.01199
18.40000	0.11433	0.00991
18.41000	0.10519	0.00844
18.42000	0.09714	0.00763
18.43000	0.08572	0.00916
18.44000	0.07566	0.00382
18.45000	0.06676	0.00249
18.46000	0.05673	0.00129
18.47000	0.04687	0.00023
18.48000	0.03733	-0.00053
18.49000	0.02707	-0.00119
18.50000	0.01692	-0.00157
18.51000	0.00714	-0.00193
18.52000	-0.00308	-0.00221
18.53000	-0.01358	-0.00233
18.54000	-0.02403	-0.00187
18.55000	-0.03418	-0.00149
18.56000	-0.04433	-0.00103
18.57000	-0.05447	-0.00036
18.58000	-0.06421	0.00059
18.59000	-0.07375	0.00157
18.60000	-0.08378	0.00276
18.61000	-0.09289	0.00405
18.62000	-0.10083	0.00690
18.63000	-0.11259	0.01041
18.64000	-0.12121	0.00916
18.65000	-0.12970	0.01095
18.66000	-0.13819	0.01283
18.67000	-0.14639	0.01487
18.68000	-0.15463	0.01702
18.69000	-0.16260	0.01941
18.70000	-0.17056	0.02180
18.71000	-0.17800	0.02410
18.72000	-0.18532	0.02635
18.73000	-0.19205	0.02881
18.74000	-0.19889	0.03115
18.75000	-0.20551	0.03350
18.76000	-0.21165	0.03576
18.77000	-0.21754	0.03804
18.78000	-0.22330	0.04034
18.79000	-0.22871	0.04265
18.80000	-0.23388	0.04485
18.81000	-0.23865	0.04699
18.82000	-0.24328	0.04905
18.83000	-0.24735	0.05101
18.84000	-0.25140	0.05289
18.85000	-0.25486	0.05434
18.86000	-0.25833	0.05624
18.87000	-0.26113	0.05754
18.88000	-0.26399	0.05889
18.89000	-0.26638	0.06001
18.90000	-0.26857	0.06114
18.91000	-0.27017	0.06210
18.92000	-0.27184	0.06313
18.93000	-0.27284	0.06348
18.94000	-0.27371	0.06398
18.95000	-0.27459	0.06448
18.96000	-0.27476	0.06451
18.97000	-0.27478	0.06451
18.98000	-0.27470	0.06448
18.99000	-0.27442	0.06435
19.00000	-0.27348	0.06364
19.01000	-0.27239	0.06320
19.02000	-0.27105	0.06226
19.03000	-0.26900	0.06118
19.04000	-0.26689	0.06002
19.05000	-0.26435	0.05882
19.06000	-0.26185	0.05757
19.07000	-0.25906	0.05633
19.08000	-0.25575	0.05454
19.09000	-0.25241	0.05296
19.10000	-0.24818	0.05082
19.11000	-0.24430	0.04928
19.12000	-0.23970	0.04723
19.13000	-0.23496	0.04503
19.14000	-0.22991	0.04295
19.15000	-0.22458	0.04050
19.16000	-0.21897	0.03818
19.17000	-0.21300	0.03588
19.18000	-0.20700	0.03358
19.19000	-0.20062	0.03133
19.20000	-0.19415	0.02897
19.21000	-0.18724	0.02664
19.22000	-0.18013	0.02436
19.23000	-0.17288	0.02211
19.24000	-0.16514	0.01979
19.25000	-0.15737	0.01753
19.26000	-0.14941	0.01568
19.27000	-0.14173	0.01378
19.28000	-0.13336	0.01184
19.29000	-0.12437	0.00989
19.30000	-0.11706	0.00897
19.31000	-0.10675	0.01068
19.32000	-0.09664	0.00514
19.33000	-0.08837	0.00362
19.34000	-0.07874	0.00241
19.35000	-0.06943	0.00147
19.36000	-0.06074	0.00065
19.37000	-0.05116	-0.00028
19.38000	-0.04124	-0.00056
19.39000	-0.03140	-0.00123
19.40000	-0.02172	-0.00148
19.41000	-0.01197	-0.00164
19.42000	-0.00212	-0.00159
19.43000	0.00766	-0.00146
19.44000	0.01711	-0.00124
19.45000	0.02652	-0.00085
19.46000	0.03635	-0.00003
19.47000	0.04544	0.00062
19.48000	0.05475	0.00137
19.49000	0.06432	0.00250
19.50000	0.07291	0.00369
19.51000	0.08049	0.00566
19.52000	0.09113	0.01038
19.53000	0.10056	0.00835
19.54000	0.10850	0.00965
19.55000	0.11674	0.01107
19.56000	0.12487	0.01268
19.57000	0.13302	0.01447
19.58000	0.14088	0.01612
19.59000	0.14901	0.01811
19.60000	0.15629	0.01983
19.61000	0.16400	0.02183
19.62000	0.17135	0.02392
19.63000	0.17805	0.02568
19.64000	0.18506	0.02775
19.65000	0.19168	0.02969
19.66000	0.19776	0.03161
19.67000	0.20392	0.03361
19.68000	0.20991	0.03545
19.69000	0.21545	0.03728
19.70000	0.22114	0.03941
19.71000	0.22602	0.04090
19.72000	0.23118	0.04278
19.73000	0.23556	0.04433
19.74000	0.23986	0.04590
19.75000	0.24437	0.04762
19.76000	0.24808	0.04898
19.77000	0.25171	0.05025
19.78000	0.25508	0.05145
19.79000	0.25846	0.05265
19.80000	0.26152	0.05387
19.81000	0.26423	0.05495
19.82000	0.26649	0.05595
19.83000	0.26868	0.05692
19.84000	0.27023	0.05747
19.85000	0.27201	0.05837
19.86000	0.27342	0.05869
19.87000	0.27461	0.05941
19.88000	0.27549	0.05969
19.89000	0.27599	0.05979
19.90000	0.27628	0.05985
19.91000	0.27626	0.05985
19.92000	0.27602	0.05979
19.93000	0.27585	0.05972
19.94000	0.27501	0.05958
19.95000	0.27416	0.05940
19.96000	0.27312	0.05879
19.97000	0.27192	0.05839
19.98000	0.27020	0.05748
19.99000	0.26857	0.05701
20.00000	0.26654	0.05613
20.01000	0.26428	0.05509
20.02000	0.26165	0.05404
20.03000	0.25859	0.05272
20.04000	0.25541	0.05145
20.05000	0.25205	0.05023
20.06000	0.24831	0.04896
20.07000	0.24458	0.04772
20.08000	0.24080	0.04633
20.09000	0.23641	0.04453
20.10000	0.23186	0.04308
20.11000	0.22701	0.04126
20.12000	0.22229	0.03955
20.13000	0.21673	0.03748
20.14000	0.21147	0.03593
20.15000	0.20578	0.03387
20.16000	0.20025	0.03218
20.17000	0.19393	0.03007
20.18000	0.18745	0.02815
20.19000	0.18111	0.02618
20.20000	0.17421	0.02418
20.21000	0.16692	0.02203
20.22000	0.15994	0.02039
20.23000	0.15259	0.01834
20.24000	0.14527	0.01680
20.25000	0.13756	0.01469
20.26000	0.12974	0.01309
20.27000	0.12153	0.01121
20.28000	0.11338	0.00977
20.29000	0.10502	0.00837
20.30000	0.09789	0.00775
20.31000	0.08743	0.00966
20.32000	0.07780	0.00433
20.33000	0.07030	0.00269
20.34000	0.06127	0.00145
20.35000	0.05216	0.00046
20.36000	0.04362	-0.00024
20.37000	0.03424	-0.00100
20.38000	0.02492	-0.00145
20.39000	0.01568	-0.00199
20.40000	0.00675	-0.00238
20.41000	-0.00274	-0.00246
20.42000	-0.01235	-0.00247
20.43000	-0.02179	-0.00223
20.44000	-0.03096	-0.00181
20.45000	-0.04017	-0.00146
20.46000	-0.04965	-0.00079
20.47000	-0.05860	-0.00029
20.48000	-0.06703	0.00055
20.49000	-0.07561	0.00151
20.50000	-0.08462	0.00281
20.51000	-0.09281	0.00396
20.52000	-0.09970	0.00600
20.53000	-0.10974	0.01085
20.54000	-0.11849	0.00885
20.55000	-0.12560	0.00988
20.56000	-0.13350	0.01167
20.57000	-0.14069	0.01314
20.58000	-0.14821	0.01510
20.59000	-0.15507	0.01655
20.60000	-0.16201	0.01850
20.61000	-0.16868	0.02044
20.62000	-0.17498	0.02229
20.63000	-0.18142	0.02426
20.64000	-0.18720	0.02602
20.65000	-0.19313	0.02778
20.66000	-0.19883	0.02990
20.67000	-0.20374	0.03140
20.68000	-0.20913	0.03343
20.69000	-0.21373	0.03505
20.70000	-0.21857	0.03685
20.71000	-0.22247	0.03820
20.72000	-0.22677	0.04016
20.73000	-0.23032	0.04147
20.74000	-0.23376	0.04276
20.75000	-0.23694	0.04414
20.76000	-0.23977	0.04507
20.77000	-0.24229	0.04614
20.78000	-0.24459	0.04721
20.79000	-0.24670	0.04825
20.80000	-0.24872	0.04918
20.81000	-0.25010	0.04956
20.82000	-0.25139	0.05030
20.83000	-0.25240	0.05067
20.84000	-0.25278	0.05075
20.85000	-0.25330	0.05086
20.86000	-0.25353	0.05080
20.87000	-0.25354	0.05069
20.88000	-0.25301	0.05049
20.89000	-0.25233	0.05026
20.90000	-0.25120	0.04958
20.91000	-0.24986	0.04921
20.92000	-0.24787	0.04833
20.93000	-0.24567	0.04729
20.94000	-0.24327	0.04625
20.95000	-0.24074	0.04514
20.96000	-0.23773	0.04387
20.97000	-0.23481	0.04265
20.98000	-0.23143	0.04140
20.99000	-0.22785	0.04003
21.00000	-0.22360	0.03822
21.01000	-0.21974	0.03683
21.02000	-0.21508	0.03492
21.03000	-0.21052	0.03337
21.04000	-0.20554	0.03144
21.05000	-0.20035	0.02970
21.06000	-0.19480	0.02785
